# Id_interactions,B0,B1,B2,B3,label
11949,404954,18,13,0,1
11950,423571,21,13,0,1
11951,432884,18,13,0,1
11952,451501,21,13,0,1
11953,456186,4,0,0,1
11954,470151,4,0,0,1
11980,465496,4,0,0,1
11981,442194,18,13,0,1
11982,442194,18,13,0,1
11983,460844,1,0,0,1
11984,404984,1,0,0,1
11985,451534,1,0,0,1
11986,404984,1,0,0,1
11987,409639,1,0,0,1
11988,428229,18,13,0,1
11989,465499,1,0,0,1
11990,446849,18,13,0,1
11991,446879,1,0,0,1
11992,418919,18,13,0,1
11993,437539,18,13,0,1
11994,446846,21,13,0,1
11995,409609,18,13,0,1
11997,302544,18,13,0,1
11998,423574,18,13,0,1
11999,409609,18,13,0,1
12000,428229,18,13,0,1
12001,479461,4,0,0,1
12002,395644,18,13,0,1
12003,437539,18,13,0,1
12004,339784,18,13,0,1
12005,465466,21,13,0,1
12016,414264,18,13,0,1
12017,404954,18,13,0,1
12018,442221,4,0,0,1
12019,414264,18,13,0,1
12020,470151,4,0,0,1
12021,391019,1,0,0,1
12022,474806,4,0,0,1
12023,400329,1,0,0,1
12024,479461,4,0,0,1
12025,446846,21,13,0,1
12026,404984,1,0,0,1
12027,446879,1,0,0,1
12028,395644,18,13,0,1
12029,372369,18,13,0,1
12055,377055,0,0,0,1
12056,358435,0,0,0,1
12057,363090,0,0,0,1
12058,367745,0,0,0,1
12059,381710,0,0,0,1
12060,363090,0,0,0,1
12061,358435,0,0,0,1
12250,456190,0,0,0,1
12251,656354,1,0,0,1
12252,465500,0,0,0,1
12253,679629,1,0,0,1
12254,451534,1,0,0,1
12255,684284,1,0,0,1
12256,423604,1,0,0,1
12257,688939,1,0,0,1
12258,642390,0,0,0,1
12320,363090,0,0,0,1
12662,390989,18,13,0,1
13117,437570,0,0,0,1
13118,460844,1,0,0,1
13120,451534,1,0,0,1
13121,456190,0,0,0,1
13163,311884,1,0,0,1
13166,446880,0,0,0,1
13167,628424,1,0,0,1
13190,321195,0,0,0,1
13260,307230,0,0,0,1
13571,297920,0,0,0,1
13668,1200987,3,0,0,1
13760,432914,1,0,0,1
14273,442225,0,0,0,1
14325,437569,1,0,0,1
14764,512045,5,0,0,1
14930,479465,0,0,0,1
15167,1042717,3,0,0,1
15462,470155,0,0,0,1
15560,684284,1,0,0,1
15590,661009,1,0,0,1
15632,423604,1,0,0,1
15790,1098577,3,0,0,1
15791,702904,1,0,0,1
16271,428260,0,0,0,1
16272,442225,0,0,0,1
16306,451535,0,0,0,1
16326,442225,0,0,0,1
16361,1163750,0,0,0,1
16362,460845,0,0,0,1
16363,488775,0,0,0,1
16405,400329,1,0,0,1
16426,493430,0,0,0,1
16427,367745,0,0,0,1
16428,456190,0,0,0,1
16470,451534,1,0,0,1
16497,311885,0,0,0,1
16498,423604,1,0,0,1
16531,442225,0,0,0,1
16532,484120,0,0,0,1
16533,651699,1,0,0,1
16716,595840,0,0,0,1
16717,1140475,0,0,0,1
16718,423604,1,0,0,1
16800,302575,0,0,0,1
16872,465500,0,0,0,1
16873,470155,0,0,0,1
16874,605150,0,0,0,1
16875,498085,0,0,0,1
16881,418949,1,0,0,1
16923,493430,0,0,0,1
16987,488775,0,0,0,1
16999,432914,1,0,0,1
17002,474810,0,0,0,1
17049,488775,0,0,0,1
17050,311885,0,0,0,1
17091,647044,1,0,0,1
17092,414294,1,0,0,1
17099,330505,0,0,0,1
17100,605150,0,0,0,1
17180,437540,17,13,0,1
17313,446880,0,0,0,1
17386,465500,0,0,0,1
17387,460845,0,0,0,1
17388,465500,0,0,0,1
17429,474810,0,0,0,1
17430,400329,1,0,0,1
17498,470155,0,0,0,1
17591,516705,0,0,0,1
17836,456190,0,0,0,1
18182,470155,0,0,0,1
18183,470155,0,0,0,1
19101,442225,0,0,0,1
19102,437570,0,0,0,1
19296,474810,0,0,0,1
19297,470155,0,0,0,1
19298,437540,17,13,0,1
19299,474810,0,0,0,1
19300,512050,0,0,0,1
19301,833245,0,0,0,1
19302,414295,0,0,0,1
19303,400329,1,0,0,1
20663,456190,0,0,0,1
21286,1117200,0,0,0,1
21575,432910,5,0,0,1
21576,404984,1,0,0,1
21578,446880,0,0,0,1
21579,470155,0,0,0,1
21740,484010,110,0,0,1
21795,428230,17,13,0,1
21816,446879,1,0,0,1
21817,516705,0,0,0,1
21818,437569,1,0,0,1
21819,279300,0,0,0,1
21900,474809,1,0,0,1
21901,442225,0,0,0,1
21902,484120,0,0,0,1
21923,484120,0,0,0,1
21924,442225,0,0,0,1
21945,456189,1,0,0,1
21946,493430,0,0,0,1
21957,474810,0,0,0,1
21958,400329,1,0,0,1
21959,1005480,0,0,0,1
21960,1107887,3,0,0,1
21991,1070647,3,0,0,1
21992,512050,0,0,0,1
21993,321195,0,0,0,1
21994,316540,0,0,0,1
21995,493430,0,0,0,1
21996,437569,1,0,0,1
21997,1089267,3,0,0,1
21998,451535,0,0,0,1
21999,479465,0,0,0,1
22000,428259,1,0,0,1
22032,1056682,3,0,0,1
22033,595839,1,0,0,1
22034,437569,1,0,0,1
22035,437569,1,0,0,1
22036,283955,0,0,0,1
22037,395674,1,0,0,1
22038,437570,0,0,0,1
22039,442224,1,0,0,1
22040,451535,0,0,0,1
22061,488775,0,0,0,1
22062,498085,0,0,0,1
22063,1112542,3,0,0,1
22064,418949,1,0,0,1
22065,1121855,0,0,0,1
22066,651699,1,0,0,1
22074,446879,1,0,0,1
22075,474810,0,0,0,1
22253,470155,0,0,0,1
22254,428255,5,0,0,1
22255,325850,0,0,0,1
22256,451535,0,0,0,1
22356,488775,0,0,0,1
22607,479464,1,0,0,1
23207,1075305,0,0,0,1
23208,651699,1,0,0,1
23209,670319,0,1,0,1
23210,595839,1,0,0,1
23211,498085,0,0,0,1
23329,493430,0,0,0,1
23341,1079957,3,0,0,1
23342,1103232,3,0,0,1
23343,1121852,3,0,0,1
23364,386365,0,0,0,1
23365,451535,0,0,0,1
23407,674974,1,0,0,1
23408,451535,0,0,0,1
23409,656354,1,0,0,1
23410,390989,18,13,0,1
23411,684284,1,0,0,1
23412,679629,1,0,0,1
23413,460845,0,0,0,1
23414,428259,1,0,0,1
23553,307230,0,0,0,1
23804,1014787,3,0,0,1
26103,437569,1,0,0,1
26157,600495,0,0,0,1
26827,502740,0,0,0,1
26828,470155,0,0,0,1
26829,442220,5,0,0,1
26830,474810,0,0,0,1
26831,390910,110,0,0,1
26832,409530,110,0,0,1
26833,344470,0,0,0,1
26834,400329,1,0,0,1
26835,1065991,4,0,0,1
26970,283955,0,0,0,1
27068,479465,0,0,0,1
30051,1107890,0,0,0,1
12248,209285,0,0,0,1
12281,57278,0,0,0,1
13168,174036,1,0,0,1
13258,215894,0,0,0,1
13342,220300,0,0,0,1
11955,280375,1,0,0,1
11976,272047,1,0,0,1
11977,274823,1,0,0,1
11978,272047,1,0,0,1
11979,274823,1,0,0,1
12315,238736,0,0,0,1
12316,222080,0,0,0,1
12317,238736,0,0,0,1
12318,219304,0,0,0,1
12319,269266,6,0,0,1
13164,216528,0,0,0,1
13169,208200,0,0,0,1
13191,247064,0,0,0,1
13192,549648,0,0,0,1
13213,197096,0,0,0,1
13214,205424,0,0,0,1
13235,230408,0,0,0,1
13256,222080,0,0,0,1
13257,185990,2,0,0,1
13259,299808,0,0,0,1
13301,194320,0,0,0,1
13439,205424,0,0,0,1
13462,222080,0,0,0,1
13506,241512,0,0,0,1
13527,283152,0,0,0,1
13713,466368,0,0,0,1
13714,219304,0,0,0,1
13810,233184,0,0,0,1
13853,258168,0,0,0,1
14018,494126,2,0,0,1
14019,163784,0,0,0,1
14231,166560,0,0,0,1
14484,194320,0,0,0,1
14539,263720,0,0,0,1
14540,238736,0,0,0,1
14541,272048,0,0,0,1
14542,188766,2,0,0,1
14543,505232,0,0,0,1
14559,291480,0,0,0,1
14587,274824,0,0,0,1
14589,252616,0,0,0,1
14590,496904,0,0,0,1
14593,185992,0,0,0,1
14594,219304,0,0,0,1
14636,452486,2,0,0,1
14637,316464,0,0,0,1
14638,247064,0,0,0,1
14639,219304,0,0,0,1
14703,496902,2,0,0,1
15463,340423,2,0,0,1
16882,331345,2,0,0,1
12136,79740,0,0,0,1
12157,77968,0,0,0,1
12158,76196,0,0,0,1
12159,77968,0,0,0,1
12212,79740,0,0,0,1
12213,79740,0,0,0,1
12214,79740,0,0,0,1
12215,79740,0,0,0,1
12216,79740,0,0,0,1
12217,77968,0,0,0,1
12218,83284,0,0,0,1
12219,77968,0,0,0,1
12220,81512,0,0,0,1
12221,77968,0,0,0,1
12222,81512,0,0,0,1
12125,889322,21,1,0,1
15939,213493,2,0,0,1
12601,268686,2,0,0,1
28641,433373,8,0,0,1
26333,471381,12,0,0,1
28642,664268,56,2,0,1
26434,436318,8,0,0,1
26487,434515,8,0,0,1
23221,223183,1,0,0,1
12663,141230,0,0,0,1
12704,141230,0,0,0,1
12705,194798,2,0,0,1
12875,141230,0,0,0,1
12898,194798,2,0,0,1
12919,199668,2,0,0,1
12991,141230,0,0,0,1
12992,192363,2,0,0,1
13053,141230,0,0,0,1
13054,141230,0,0,0,1
12949,268807,5,0,0,1
12950,180520,2,0,0,1
13119,1022364,4,0,0,1
14588,1058029,3,0,0,1
15204,980753,7,0,0,1
15436,1058029,3,0,0,1
22479,1075860,4,0,0,1
22520,1046140,4,0,0,1
22521,974809,7,0,0,1
13162,423393,3,0,0,1
15431,512518,13,1,0,1
15432,395540,1,0,0,1
15433,501384,6,0,0,1
15434,306404,1,0,0,1
15435,495819,0,0,0,1
15495,963780,3,0,0,1
16183,2089120,4,0,0,1
18863,506955,6,0,0,1
22142,1715852,14,2,0,1
22683,295262,1,0,0,1
27416,300833,1,0,0,1
30100,428965,2,0,0,1
13165,239852,2,0,0,1
13391,1077110,6,0,0,1
26901,208962,0,0,0,1
26902,244530,0,0,0,1
26903,257868,0,0,0,1
26904,231191,1,0,0,1
17593,1043348,4,0,0,1
15291,1090203,7,0,0,1
13811,228388,1,0,0,1
13852,395850,0,0,0,1
13997,161003,4,0,0,1
14461,189420,0,0,0,1
14272,143400,0,0,0,1
14369,126654,0,0,0,1
14517,148764,0,0,0,1
14518,151018,0,0,0,1
14558,417516,4,0,0,1
14635,287045,0,0,0,1
14640,297483,0,0,0,1
21139,260950,0,0,0,1
26694,266169,0,0,0,1
26695,266169,0,0,0,1
29978,276607,0,0,0,1
14591,214956,0,0,0,1
14592,303264,0,0,0,1
14641,149276,0,0,0,1
14642,147048,0,0,0,1
15916,140364,0,0,0,1
14726,130593,15,0,0,1
14727,7749,0,0,0,1
14790,300270,2,0,0,1
17554,466494,0,0,0,1
25407,305634,0,0,0,1
25408,386064,0,0,0,1
26880,445045,1,0,0,1
26062,271845,1,0,0,1
15041,1175165,15,0,0,1
21593,1179560,3,2,0,1
15092,187880,0,0,0,1
15093,138600,0,0,0,1
15094,135506,1,0,0,1
29977,180676,0,0,0,1
15182,331584,1,0,0,1
22449,375530,0,0,0,1
15203,1642258,31,1,0,1
16449,400292,0,0,0,1
15559,406534,0,0,0,1
20436,1068760,22,0,0,1
15706,460078,2,0,0,1
15749,183144,0,0,0,1
26154,333475,4,1,0,1
15895,170863,0,0,0,1
15917,138714,0,0,0,1
15918,140988,0,0,0,1
16133,113292,0,0,0,1
16404,190874,3,0,0,1
16608,195316,0,0,0,1
16871,190889,1,0,0,1
17147,119449,1,0,0,1
17248,480807,0,0,0,1
17255,254085,0,0,0,1
17245,395616,1,0,0,1
17234,461772,0,0,0,1
17258,738545,8,0,0,1
17346,243839,1,0,0,1
17367,79208,4,0,0,1
17599,108265,0,0,0,1
17651,93058,0,0,0,1
17652,107219,0,0,0,1
17653,101150,0,0,0,1
25865,212415,0,0,0,1
17674,376908,0,0,0,1
17695,1019197,4,0,0,1
17696,1046390,15,1,0,1
18019,1097615,25,2,0,1
18250,528249,1,0,0,1
18962,234726,0,0,0,1
21544,238031,1,0,0,1
21545,241337,1,0,0,1
26955,261912,1,0,0,1
24278,180475,5,0,0,1
20251,239983,1,0,0,1
20678,319390,0,0,0,1
21339,354159,1,0,0,1
21548,68796,0,0,0,1
21552,72324,0,0,0,1
21553,68796,0,0,0,1
23532,68796,0,0,0,1
21549,78330,0,0,0,1
21550,76465,0,0,0,1
21554,76465,0,0,0,1
21551,87043,0,0,0,1
21696,269074,8,0,0,1
21697,80180,1,0,0,1
21698,61154,1,0,0,1
21699,86976,0,0,0,1
21956,392644,0,0,0,1
22448,1251407,23,2,0,1
22522,287483,0,0,0,1
22586,90699,0,0,0,1
22682,131949,1,0,0,1
23222,190327,1,0,0,1
23531,73416,0,0,0,1
24749,310998,0,0,0,1
25405,155610,0,0,0,1
25406,155614,0,0,0,1
26308,352960,7,1,0,1
29573,98692,4,0,0,1
29851,463358,2,0,0,1
9372,158267,3,0,0,1
9373,512049,1,0,0,1
9374,358435,0,0,0,1
9375,237405,0,0,0,1
9376,181542,3,0,0,1
9377,237405,0,0,0,1
9380,260649,18,13,0,1
9381,256024,1,0,0,1
9382,516704,1,0,0,1
9383,148960,0,0,0,1
9385,195510,0,0,0,1
9387,228095,0,0,0,1
9388,242060,0,0,0,1
9389,209445,17,13,0,1
9390,148960,0,0,0,1
9391,288610,0,0,0,1
9392,302575,0,0,0,1
9393,237405,0,0,0,1
9394,260680,0,0,0,1
9396,423605,0,0,0,1
9398,777382,3,0,0,1
9399,386255,110,0,0,1
9400,763417,3,0,0,1
9401,423604,1,0,0,1
9402,256025,0,0,0,1
9403,148960,0,0,0,1
9404,204820,0,0,0,1
9406,260680,0,0,0,1
9408,134995,0,0,0,1
9409,214130,0,0,0,1
9410,148960,0,0,0,1
9411,237375,17,13,0,1
9413,134995,0,0,0,1
9414,256025,0,0,0,1
9416,242060,0,0,0,1
9424,148960,0,0,0,1
9425,311885,0,0,0,1
9426,1000822,3,0,0,1
9427,223440,0,0,0,1
9428,223437,3,0,0,1
9429,446880,0,0,0,1
9430,167577,3,0,0,1
9438,214130,0,0,0,1
9439,344470,0,0,0,1
9440,344470,0,0,0,1
9441,176890,0,0,0,1
9443,349125,0,0,0,1
9444,418950,0,0,0,1
9446,418950,0,0,0,1
9452,437570,0,0,0,1
9453,279300,0,0,0,1
9454,274645,0,0,0,1
9455,423605,0,0,0,1
9458,265335,0,0,0,1
9467,172232,3,0,0,1
9468,279300,0,0,0,1
9469,256024,1,0,0,1
9471,162925,0,0,0,1
9473,158270,0,0,0,1
9475,228095,0,0,0,1
9476,442225,0,0,0,1
9484,470155,0,0,0,1
9487,134995,0,0,0,1
9488,223440,0,0,0,1
9490,265335,0,0,0,1
9491,167577,3,0,0,1
9492,1084612,3,0,0,1
9493,134995,0,0,0,1
9494,470155,0,0,0,1
9495,321195,0,0,0,1
9496,391020,0,0,0,1
9497,232750,0,0,0,1
9498,237405,0,0,0,1
9499,712215,0,0,0,1
9500,283955,0,0,0,1
9501,167577,3,0,0,1
9502,148960,0,0,0,1
9536,358435,0,0,0,1
9537,414294,1,0,0,1
9539,1052027,3,0,0,1
9540,130340,0,0,0,1
9577,256025,0,0,0,1
9578,228095,0,0,0,1
9579,283955,0,0,0,1
9580,763417,3,0,0,1
9583,256025,0,0,0,1
9584,1075302,3,0,0,1
9585,242030,17,13,0,1
9587,1061337,3,0,0,1
9588,311885,0,0,0,1
9589,432915,0,0,0,1
9590,260679,1,0,0,1
9591,316540,0,0,0,1
9592,279300,0,0,0,1
9593,260680,0,0,0,1
9601,204820,0,0,0,1
9602,442224,1,0,0,1
9603,325850,0,0,0,1
9604,251369,1,0,0,1
9606,144305,0,0,0,1
9608,260679,1,0,0,1
9609,144305,0,0,0,1
9610,158270,0,0,0,1
9611,763417,3,0,0,1
9612,237405,0,0,0,1
9613,148960,0,0,0,1
9614,237405,0,0,0,1
9615,162925,0,0,0,1
9616,754110,0,0,0,1
9618,768072,3,0,0,1
9619,339815,0,0,0,1
9623,437569,1,0,0,1
9625,507393,2,0,0,1
9626,428260,0,0,0,1
9628,181545,0,0,0,1
9629,349125,0,0,0,1
9630,256024,1,0,0,1
9631,521359,1,0,0,1
9632,321195,0,0,0,1
9634,339815,0,0,0,1
9638,1028752,3,0,0,1
9639,265335,0,0,0,1
9641,246685,17,13,0,1
9643,297920,0,0,0,1
9644,223440,0,0,0,1
9645,256025,0,0,0,1
9653,432915,0,0,0,1
9654,246715,0,0,0,1
9655,148960,0,0,0,1
9657,134995,0,0,0,1
9660,256025,0,0,0,1
9661,260680,0,0,0,1
9662,172235,0,0,0,1
9666,223409,18,13,0,1
9668,297920,0,0,0,1
9669,404985,0,0,0,1
9670,167580,0,0,0,1
9671,218785,0,0,0,1
9673,274645,0,0,0,1
9674,367745,0,0,0,1
9675,353780,0,0,0,1
9676,1084612,3,0,0,1
9677,176890,0,0,0,1
9681,465500,0,0,0,1
9682,777382,3,0,0,1
9683,614459,1,0,0,1
9685,172235,0,0,0,1
9688,325850,0,0,0,1
9689,148960,0,0,0,1
9690,349125,0,0,0,1
9692,172235,0,0,0,1
9693,172232,3,0,0,1
9696,302575,0,0,0,1
9697,377055,0,0,0,1
9698,623770,0,0,0,1
9706,460845,0,0,0,1
9707,339815,0,0,0,1
9708,172235,0,0,0,1
9711,367745,0,0,0,1
9720,404985,0,0,0,1
9721,451535,0,0,0,1
9725,269989,1,0,0,1
9726,288610,0,0,0,1
9727,172235,0,0,0,1
9728,283955,0,0,0,1
9729,228095,0,0,0,1
9740,1079957,3,0,0,1
9741,479465,0,0,0,1
9744,414295,0,0,0,1
9746,293265,0,0,0,1
9747,423605,0,0,0,1
9768,148960,0,0,0,1
9769,283955,0,0,0,1
9770,283955,0,0,0,1
9772,512049,1,0,0,1
9773,148960,0,0,0,1
9774,335160,0,0,0,1
9775,167580,0,0,0,1
9776,353780,0,0,0,1
9785,446880,0,0,0,1
9786,148960,0,0,0,1
9787,442224,1,0,0,1
9788,330505,0,0,0,1
9789,260679,1,0,0,1
9791,228064,18,13,0,1
9792,260679,1,0,0,1
9793,274645,0,0,0,1
9794,144305,0,0,0,1
9796,274645,0,0,0,1
9797,386255,110,0,0,1
9798,269990,0,0,0,1
9799,144305,0,0,0,1
9800,465500,0,0,0,1
9801,176890,0,0,0,1
9802,1028752,3,0,0,1
9803,144305,0,0,0,1
9804,302575,0,0,0,1
9807,446879,1,0,0,1
9808,167580,0,0,0,1
9809,144305,0,0,0,1
9811,456190,0,0,0,1
9812,1014787,3,0,0,1
9815,311885,0,0,0,1
9816,144305,0,0,0,1
9817,335160,0,0,0,1
9820,246715,0,0,0,1
9822,474810,0,0,0,1
9823,307230,0,0,0,1
9825,172232,3,0,0,1
9826,269990,0,0,0,1
9827,996167,3,0,0,1
9829,339813,2,0,0,1
9830,283955,0,0,0,1
9831,265334,1,0,0,1
9832,265334,1,0,0,1
9833,446880,0,0,0,1
9834,153615,0,0,0,1
9837,139650,0,0,0,1
9838,237405,0,0,0,1
9839,265334,1,0,0,1
9840,283955,0,0,0,1
9841,423605,0,0,0,1
9842,256025,0,0,0,1
9843,167577,3,0,0,1
9844,293265,0,0,0,1
9845,763417,3,0,0,1
9846,223440,0,0,0,1
9847,274645,0,0,0,1
9848,153615,0,0,0,1
9849,479465,0,0,0,1
9850,339815,0,0,0,1
9851,465500,0,0,0,1
9853,339815,0,0,0,1
9854,414295,0,0,0,1
9856,204820,0,0,0,1
9865,786692,3,0,0,1
9866,274645,0,0,0,1
9867,167580,0,0,0,1
9871,237405,0,0,0,1
9872,428259,1,0,0,1
9873,232750,0,0,0,1
9876,297920,0,0,0,1
9877,335160,0,0,0,1
9878,242029,18,13,0,1
9880,144305,0,0,0,1
9882,260679,1,0,0,1
9883,502739,1,0,0,1
9884,148960,0,0,0,1
9885,465500,0,0,0,1
9886,218785,0,0,0,1
9887,167577,3,0,0,1
9889,349125,0,0,0,1
9890,148960,0,0,0,1
9892,279300,0,0,0,1
9893,232750,0,0,0,1
9894,274645,0,0,0,1
9895,768072,3,0,0,1
9897,409639,1,0,0,1
9898,265334,1,0,0,1
9899,293265,0,0,0,1
9902,274645,0,0,0,1
9904,256024,1,0,0,1
9905,269987,3,0,0,1
9906,134995,0,0,0,1
9907,498084,1,0,0,1
9908,237404,1,0,0,1
9909,418949,1,0,0,1
9910,232750,0,0,0,1
9912,274645,0,0,0,1
9913,353780,0,0,0,1
9914,363090,0,0,0,1
9915,256025,0,0,0,1
9917,256025,0,0,0,1
9925,404985,0,0,0,1
9926,358435,0,0,0,1
9928,712215,0,0,0,1
9931,353780,0,0,0,1
9932,158266,4,0,0,1
9933,423605,0,0,0,1
9934,428260,0,0,0,1
9935,274645,0,0,0,1
9937,493430,0,0,0,1
9938,330505,0,0,0,1
9939,255995,17,13,0,1
9941,507394,1,0,0,1
9942,134995,0,0,0,1
9944,251370,0,0,0,1
9945,498080,5,0,0,1
9947,428259,1,0,0,1
9948,148960,0,0,0,1
9949,330505,0,0,0,1
9950,451535,0,0,0,1
9951,1089267,3,0,0,1
9952,232750,0,0,0,1
9953,148960,0,0,0,1
9954,246685,17,13,0,1
9955,256025,0,0,0,1
9956,162925,0,0,0,1
9957,246715,0,0,0,1
9958,432910,5,0,0,1
9959,1093922,3,0,0,1
9960,456190,0,0,0,1
9964,418950,0,0,0,1
9965,162925,0,0,0,1
9969,167577,3,0,0,1
9970,442225,0,0,0,1
9971,265304,18,13,0,1
9972,176890,0,0,0,1
9973,442225,0,0,0,1
9974,269990,0,0,0,1
9977,777382,3,0,0,1
9979,386365,0,0,0,1
9980,758762,3,0,0,1
9981,228095,0,0,0,1
9984,148960,0,0,0,1
9985,246685,17,13,0,1
9986,330505,0,0,0,1
9994,228095,0,0,0,1
9997,325850,0,0,0,1
9998,335160,0,0,0,1
9999,256024,1,0,0,1
10000,418920,17,13,0,1
10001,283955,0,0,0,1
10002,269989,1,0,0,1
10004,442225,0,0,0,1
10006,730835,0,0,0,1
10007,335160,0,0,0,1
10008,321195,0,0,0,1
10009,353780,0,0,0,1
10010,339815,0,0,0,1
10011,172235,0,0,0,1
10012,386365,0,0,0,1
10013,460845,0,0,0,1
10014,423605,0,0,0,1
10018,456190,0,0,0,1
10019,162925,0,0,0,1
10020,1061337,3,0,0,1
10021,391020,0,0,0,1
10022,526014,0,1,0,1
10023,176890,0,0,0,1
10024,307230,0,0,0,1
10026,437570,0,0,0,1
10029,763417,3,0,0,1
10031,256024,1,0,0,1
10034,1065992,3,0,0,1
10035,256024,1,0,0,1
10036,349125,0,0,0,1
10037,158270,0,0,0,1
10038,688940,0,0,0,1
10039,297920,0,0,0,1
10040,512049,1,0,0,1
10041,349125,0,0,0,1
10042,512049,1,0,0,1
10043,269990,0,0,0,1
10044,172235,0,0,0,1
10045,404985,0,0,0,1
10052,144305,0,0,0,1
10053,181542,3,0,0,1
10054,283955,0,0,0,1
10055,260679,1,0,0,1
10056,414294,1,0,0,1
10058,260680,0,0,0,1
10059,167577,3,0,0,1
10063,200165,0,0,0,1
10064,414295,0,0,0,1
10065,274645,0,0,0,1
10066,167577,3,0,0,1
10067,316540,0,0,0,1
10070,428259,1,0,0,1
10072,502739,1,0,0,1
10074,134995,0,0,0,1
10076,451535,0,0,0,1
10098,479465,0,0,0,1
10099,772727,3,0,0,1
10102,446880,0,0,0,1
10103,232750,0,0,0,1
10104,796002,3,0,0,1
10105,498085,0,0,0,1
10106,349125,0,0,0,1
10108,246685,17,13,0,1
10109,162925,0,0,0,1
10110,1065992,3,0,0,1
10111,232750,0,0,0,1
10112,167577,3,0,0,1
10113,674975,0,0,0,1
10121,148960,0,0,0,1
10122,288502,108,0,0,1
10123,1028752,3,0,0,1
10124,256024,1,0,0,1
10132,744797,3,0,0,1
10133,465500,0,0,0,1
10134,996167,3,0,0,1
10135,158267,3,0,0,1
10136,172235,0,0,0,1
10137,512049,0,1,0,1
10139,325850,0,0,0,1
10141,167580,0,0,0,1
10142,768072,3,0,0,1
10144,274644,1,0,0,1
10148,465500,0,0,0,1
10149,288610,0,0,0,1
10150,251340,17,13,0,1
10151,269990,0,0,0,1
10152,228095,0,0,0,1
10153,148960,0,0,0,1
10154,251370,0,0,0,1
10155,288610,0,0,0,1
10157,325850,0,0,0,1
10159,288609,1,0,0,1
10160,302575,0,0,0,1
10168,418920,17,13,0,1
10169,479465,0,0,0,1
10170,423605,0,0,0,1
10172,279300,0,0,0,1
10173,302575,0,0,0,1
10174,507394,1,0,0,1
10175,246685,17,13,0,1
10176,153612,3,0,0,1
10177,349125,0,0,0,1
10178,772727,3,0,0,1
10179,302575,0,0,0,1
10182,251369,1,0,0,1
10183,344470,0,0,0,1
10184,269989,1,0,0,1
10185,148960,0,0,0,1
10186,456190,0,0,0,1
10187,232750,0,0,0,1
10189,148960,0,0,0,1
10190,134995,0,0,0,1
10191,269990,0,0,0,1
10192,251370,0,0,0,1
10195,772727,3,0,0,1
10198,791347,3,0,0,1
10199,139650,0,0,0,1
10200,265335,0,0,0,1
10201,274645,0,0,0,1
10202,228095,0,0,0,1
10203,349125,0,0,0,1
10204,204820,0,0,0,1
10205,283955,0,0,0,1
10206,446880,0,0,0,1
10208,325850,0,0,0,1
10210,228095,0,0,0,1
10211,148960,0,0,0,1
10212,274645,0,0,0,1
10216,1065992,3,0,0,1
10217,256025,0,0,0,1
10218,148960,0,0,0,1
10219,391019,1,0,0,1
10220,246715,0,0,0,1
10221,567910,0,0,0,1
10222,316540,0,0,0,1
10225,465500,0,0,0,1
10226,442225,0,0,0,1
10227,335160,0,0,0,1
10228,330505,0,0,0,1
10229,265334,1,0,0,1
10231,442224,1,0,0,1
10232,246685,17,13,0,1
10233,349125,0,0,0,1
10234,451535,0,0,0,1
10235,432915,0,0,0,1
10237,130340,0,0,0,1
10238,260650,17,13,0,1
10239,246715,0,0,0,1
10240,423605,0,0,0,1
10242,251370,0,0,0,1
10244,1056682,3,0,0,1
10245,283955,0,0,0,1
10246,293265,0,0,0,1
